,mean,min,max
315,0.00079820363,-1.2211555,0.80721873
316,-0.0004956138,-1.035827,1.4497794
317,-4.627847e-05,-1.6480865,1.1799238
318,-0.00017720912,-1.1740435,0.88757336
319,-0.0001477714,-1.6699001,0.93043935
320,0.0009910342,-1.7335656,1.0428977
321,0.0034260848,-1.6760843,6.7410436
322,0.0038270745,-2.2373567,6.7733855
323,0.0034595188,-1.7094649,6.4676256
324,0.0020229735,-2.07024,6.2633257
325,0.0017980546,-3.0437799,6.3519754
326,-0.0029933597,-2.724952,1.4641215
327,0.0016283036,-3.2145047,1.7305715
328,-0.0016927934,-2.9206133,1.4424298
329,-0.001662919,-2.3138561,0.86619854
330,3.593189e-05,-2.1274037,0.84736794
331,-0.0008272142,-2.2158685,2.149634
332,-0.0014083263,-1.2888795,1.7594699
333,0.00054433174,-4.821011,2.5241165
334,0.0022004975,-3.8931155,1.1648921
335,0.0010680484,-3.4746127,1.2224957
336,-0.0006529617,-3.0556023,1.3178622
337,0.0003875199,-1.8105726,1.0576899
338,-0.0006931137,-1.5059258,0.74796885
339,0.00021999869,-1.1077169,0.684463
340,-0.0010622593,-1.2088437,0.90713704
341,0.000505713,-1.6681808,0.67946154
342,-0.0013379001,-1.7767497,0.67654824
343,-5.7624766e-05,-2.3276362,1.686299
344,-0.0019626182,-1.9297897,1.8583295
345,-0.00014106814,-1.3996086,1.8180853
346,-0.0008538466,-1.6283122,1.7220584
347,-0.0014648493,-1.507726,1.6684053
348,-0.0003576649,-0.9191667,1.3068427
349,0.0002802116,-1.1347916,1.0390925
350,-0.00089107244,-1.408877,1.2619605
351,0.0006080656,-1.7122273,1.3074574
352,0.00024149664,-1.4405781,0.8733684
353,-0.003291298,-2.1898837,5.073798
354,-0.0019322027,-2.1541407,5.020343
355,-0.00021320726,-2.7423182,4.452672
356,-0.000587264,-1.522135,4.514636
357,0.0010981768,-1.6083615,4.34649
358,-0.0007840595,-1.946525,1.888535
359,-0.0004434431,-1.664859,0.8224574
360,0.00031170057,-0.94087034,1.0448997
361,0.00019514385,-0.9330625,0.7727878
362,0.00042214504,-1.196932,0.69153965
363,-0.000927629,-1.2943668,0.74059457
364,0.00012339727,-1.709595,0.57920635
365,7.2025905e-05,-1.2179465,0.6558509
366,-0.00093443546,-0.8521619,0.62428087
367,0.00014443019,-0.86214525,0.5556891
368,-5.116804e-05,-0.7223922,0.7114519
369,0.0006236232,-1.4916545,6.2253222
370,0.0029351988,-1.5636067,5.6767397
371,-0.0018355886,-1.1993911,5.234383
372,-0.001797076,-1.441395,4.936999
373,-0.0011545073,-2.2944314,4.4138336
374,-0.0022180898,-2.7157843,2.2656589
375,0.00024791277,-3.6735916,3.2974596
376,-0.0003769588,-3.678266,3.0686932
377,-0.002005623,-3.6292312,1.9399728
378,-0.0006214354,-3.5849671,0.94681835
379,-0.0023290878,-3.4506207,0.72536325
380,-0.00050670473,-0.9869456,0.6071409
381,-0.00029600595,-0.99499315,0.70086694
382,-0.00014380334,-0.8955143,0.6199665
383,-8.068323e-05,-0.9550625,0.80748343
384,0.0045175985,-0.8503771,4.9556184
385,0.002862104,-1.1143335,4.6135507
386,0.001444712,-1.4194392,3.1977487
387,0.0031648125,-1.5763353,2.338879
388,0.0031213893,-1.875411,2.5929089
389,-0.0022505377,-1.645294,1.7555681
390,0.00021937108,-1.4965951,1.5424649
391,-0.0008916128,-1.4887555,1.7533171
392,0.00057082245,-1.260416,1.6962643
393,-0.0013084284,-2.6773236,2.070162
394,0.0015225142,-1.9130383,1.5889488
395,-0.000550361,-2.7246618,1.4525273
396,-0.0009247341,-1.7899697,2.2086017
397,0.0011269863,-1.8349645,1.114192
398,-0.00011036841,-1.218825,1.0533061
399,-0.00035393695,-1.012234,0.84277225
400,0.0005926985,-0.9371542,0.804113
401,0.0003177347,-1.2064881,0.7903788
402,-0.0010283057,-1.0078844,0.90004176
403,0.00041340003,-1.1787047,0.64659595
404,-2.5123672e-05,-1.4355061,0.72970605
405,0.00037263174,-1.6514726,0.86254585
406,-0.00029069514,-1.2621863,0.70078605
407,0.00073258503,-1.1250641,0.86721975
408,0.0014305128,-0.91555643,0.83512837
409,0.00053944375,-0.96363497,0.61524975
410,0.0007747754,-0.95228815,0.72163975
411,0.000446706,-1.5372535,0.77063286
412,-0.0004584163,-1.0674436,0.735095
413,0.00095383794,-1.7720537,1.127589
414,-0.00033596688,-1.4235405,1.4611127
415,0.0019174553,-1.3060654,1.6557652
416,0.0027839942,-1.4000489,6.042773
417,-0.0005774115,-1.8204287,4.987192
418,0.0028774943,-1.6871548,6.838664
419,-0.0012126997,-1.8615614,6.9940352
420,-0.0009040507,-1.2541218,6.769832
421,0.0019081561,-1.5567088,6.8104687
422,-0.0005624311,-0.8432879,6.6516657
423,-3.142275e-05,-0.7862693,1.0281761
424,0.0012247209,-0.83978105,6.5706306
425,0.00048847107,-0.71462095,6.5792737
426,0.0004091923,-0.99761623,6.314096
427,0.0017691248,-1.0181612,6.6828065
428,0.0022214944,-1.030397,6.033875
429,-0.0004865791,-1.5005882,5.2147174
430,0.0008418386,-1.777338,3.7573524
431,-0.0020665294,-4.4503293,3.1081252
432,-0.00074211776,-3.960753,3.0732224
433,-0.0024603107,-4.1591125,2.719781
434,-0.003548595,-3.8349872,1.6066768
435,-0.001229473,-2.9100387,1.5271684
436,-0.00018561489,-0.92008466,0.98657984
437,-0.0006740418,-1.0314522,0.97651976
438,3.319977e-05,-0.89160514,0.70784205
439,-0.00052601733,-2.5683358,1.7264178
440,-0.001112102,-2.4282646,1.6278656
441,-4.8048376e-05,-1.7101597,1.8835913
442,-0.0013357258,-1.2795885,1.6867641
443,0.00084476045,-1.2880946,1.7454398
444,0.0003974702,-1.2535578,6.7170897
445,9.931827e-05,-0.9510043,6.5863175
446,0.0047535356,-1.226342,6.9943657
447,-0.0009888774,-1.2540307,6.506203
448,0.0015449825,-0.98451495,6.478134
449,0.001318244,-0.9231551,6.059456
450,0.0014756903,-0.94788736,5.878471
451,-0.0017123913,-0.73121274,0.85111547
452,-0.00029448722,-0.7979144,1.0878649
453,0.0012672497,-1.9345245,3.1819737
454,-0.00017219366,-1.6337383,2.36447
455,0.00021592467,-2.077801,1.8175406
456,-4.9652135e-06,-2.1690383,2.35716
457,-0.0007160827,-1.6944306,6.6130896
458,0.00043558687,-1.3330125,6.456038
459,0.0019062501,-2.6382923,6.1876745
460,0.0053034555,-2.3679373,6.013195
461,0.0015986642,-2.5114427,6.2093954
462,-0.0004302093,-2.4594169,6.249004
463,-0.0017653817,-2.6226025,0.8874966
464,0.0010216141,-1.5440046,6.582015
465,0.002693392,-2.016504,6.287519
466,0.0044461954,-2.8349466,5.794124
467,0.005761991,-1.5107651,5.991255
468,0.006238197,-1.4098885,7.0330963
469,0.0057108067,-1.7578709,6.0820827
470,0.0023943838,-1.6094549,6.32746
471,-0.00079213805,-1.5328429,6.6842184
472,0.0037067595,-1.5225244,5.7316294
473,0.00019160831,-1.7972538,5.9092426
474,0.00011414344,-1.171792,5.9070168
475,0.0006885627,-2.2649014,4.8905673
476,-0.00063185004,-1.5974926,5.0801086
477,0.0016191094,-3.1290295,5.1658387
478,0.00097277336,-1.56343,5.275337
479,-0.00022933687,-1.8070865,5.07589
480,0.0019336129,-2.107472,5.2123175
481,-0.0004511943,-2.5813346,5.0411453
482,-8.021414e-05,-2.2965903,5.3538027
483,-0.001212807,-4.390815,5.2188993
484,-0.00026649697,-3.384535,5.0411973
485,-0.0011037821,-2.8009367,1.3981748
486,-0.00061296334,-1.9665886,1.4911928
487,0.001681248,-1.7552612,1.5778661
488,-6.6270346e-05,-1.4871042,1.4028325
489,0.0009424983,-1.5146805,1.304512
490,-0.0005599772,-1.3921034,1.1526085
491,0.00088675,-1.6888397,1.0587319
492,0.00029402247,-1.3560832,0.8194113
493,0.0012008273,-1.728551,6.4916835
494,-0.00031192455,-1.2850764,5.9911504
495,-9.171084e-05,-1.3983506,6.000527
496,-1.282389e-05,-1.0964942,5.952471
497,-0.0014943045,-2.4815602,5.934511
498,-0.0014643403,-2.284309,2.1174757
499,-0.0037776583,-3.4854295,2.598575
