,mean,min,max
0,0.4611935426806026,-5.393146514892578,7.857019424438477
1,0.05283525343277032,-8.023765563964844,3.2185511589050293
2,-0.08449030429729895,-8.792102813720703,4.174429893493652
3,-0.028105466896450222,-8.871408462524414,3.8546640872955322
4,0.031647259713161714,-7.544153213500977,2.974846601486206
5,0.046363196359016,-7.075308799743652,2.843106985092163
6,0.009773873415480177,-10.073286056518555,5.314408302307129
7,-0.05967990023042983,-7.502854824066162,3.14994478225708
8,0.0365580912475707,-6.048591613769531,2.7060463428497314
9,-0.0033539037107365188,-7.631222724914551,3.413473129272461
10,-0.015168651490343991,-10.301417350769043,4.528973579406738
11,0.030596874270835246,-6.580312728881836,4.587625503540039
12,0.047285016670864724,-7.645013809204102,4.34602689743042
13,-0.005529005030391611,-8.294846534729004,4.921462059020996
14,0.004712097659328227,-9.578344345092773,5.865926265716553
15,0.020870541994586295,-13.56782341003418,3.5883266925811768
16,-0.02333257585879879,-8.746940612792969,4.2703680992126465
17,-0.05975610137453804,-8.918376922607422,4.4773383140563965
18,-0.010751377970566491,-6.196922779083252,4.363575458526611
19,0.01030065755165803,-9.079533576965332,4.702406406402588
20,-0.02093840311112665,-5.058314323425293,3.316096782684326
21,-0.039442953936548696,-7.521915912628174,4.975340366363525
22,0.003518111702107208,-4.623441219329834,4.203840255737305
23,0.010801241395281668,-6.801672458648682,3.639681339263916
24,-0.012072912307598245,-3.440335988998413,2.8838396072387695
25,0.005904253104054732,-5.290523052215576,3.987818956375122
26,0.016871235226453455,-7.513315200805664,3.648599624633789
27,-0.009420440933317877,-6.479307174682617,2.847512722015381
28,0.02081790666662114,-8.46846866607666,3.503697156906128
29,0.00013855910216346672,-5.814791679382324,3.3464884757995605
30,-0.01129487719415326,-6.227705478668213,2.9022483825683594
31,-0.005322525768723946,-7.259895324707031,3.0851917266845703
32,-0.0024875496482055356,-4.479646682739258,1.824526309967041
33,-0.0006173271215041442,-6.0044074058532715,1.9562561511993408
34,-0.011302520470998887,-6.728818416595459,2.598837375640869
35,0.022223232961091976,-2.9055635929107666,1.9567211866378784
36,-0.007614584760489308,-4.494792461395264,3.5155844688415527
37,-0.011145488544994506,-4.138378143310547,2.248202085494995
38,-0.0029551573969847384,-3.7932631969451904,2.130465507507324
39,-0.003413868697349575,-4.13039493560791,2.126220226287842
40,-0.004215575024262881,-3.0715343952178955,2.3486108779907227
41,-0.014516044680313665,-6.298712730407715,3.0336971282958984
42,0.003369840215022365,-3.6366615295410156,2.684414863586426
43,-0.010540014375822335,-5.702179431915283,2.7815675735473633
44,-0.021053333907664097,-5.799166679382324,3.9381089210510254
45,-0.0015690255588942288,-7.974224090576172,3.4746670722961426
46,-0.02555116123994352,-4.711853504180908,5.237204551696777
47,-0.008459667447281794,-4.0469889640808105,4.484910488128662
48,-0.006105250342945127,-5.585771083831787,5.00253438949585
49,-0.034647714587340214,-5.1918230056762695,5.319633483886719
50,-0.03733947602883016,-4.631343841552734,8.572908401489258
51,0.01534114894614652,-4.761923789978027,6.647751808166504
52,-0.04124840624748983,-7.762086391448975,5.931759357452393
53,-0.024308116479916334,-3.875704288482666,6.2368268966674805
54,-0.014300764628949211,-7.465431213378906,6.000960350036621
55,0.008648511152097553,-6.203945159912109,6.439822196960449
56,-0.048734809722674265,-5.530949592590332,6.036814212799072
57,-0.007167035829929162,-7.604092597961426,5.815483570098877
58,-0.009383640895391801,-6.4619927406311035,7.093310832977295
59,-0.012331750261022838,-3.5870208740234375,6.2269062995910645
60,-0.0008791286238498321,-5.829502105712891,9.215058326721191
61,0.004630741259870466,-3.8306326866149902,5.986414909362793
62,-0.010321052874509648,-4.807395935058594,6.290458679199219
63,-0.0020527633105093548,-6.018287658691406,6.377319812774658
64,-0.0023496212125259457,-2.9396228790283203,5.8273606300354
65,-0.00655353592996493,-8.226792335510254,5.607029438018799
66,0.001920455093357152,-3.835951328277588,6.116682529449463
67,0.0026128176576667673,-6.993251800537109,7.0736308097839355
68,-0.00644810085633225,-10.795543670654297,6.004782676696777
69,-0.0008385954255029984,-3.560608386993408,6.644289970397949
70,-0.0016622639042164745,-4.23823356628418,6.014641284942627
71,-8.428273275407331e-06,-3.422553539276123,6.825666427612305
72,-0.000498714786040651,-4.353818893432617,5.533753395080566
73,-0.0038823925497807367,-2.64458966255188,5.7393879890441895
74,0.002915089254995354,-2.8877077102661133,5.261760711669922
75,-0.0005752125905040572,-2.8053908348083496,5.952772617340088
76,-0.0020283685734702947,-2.6318514347076416,4.303438186645508
77,0.005901339798815899,-2.6256041526794434,6.3009562492370605
78,-0.004777743014926091,-3.1766738891601562,6.106548309326172
79,0.004425163222818409,-2.567296028137207,7.795369625091553
80,0.008791011793167658,-3.902099609375,6.441502571105957
81,-0.004329809646262114,-3.565582275390625,6.5469865798950195
82,-0.005191448754767942,-3.761950969696045,6.477953910827637
83,0.0003626297223935568,-4.200023651123047,6.772781848907471
84,-0.006703245439889,-4.0752763748168945,5.968526840209961
85,0.005653083504732854,-7.729175567626953,5.868712902069092
86,-0.0032325979530793687,-4.278703689575195,4.709603309631348
87,-0.005655102552642135,-4.207887649536133,8.134393692016602
88,0.005587312189548346,-3.480441093444824,7.0866899490356445
89,-0.005612436082985002,-3.2331314086914062,5.318009853363037
90,0.0053605592146716416,-2.947451591491699,6.653437614440918
91,-0.0014293612656151383,-2.515366554260254,6.163468360900879
92,-0.0027240245894847733,-5.1387200355529785,3.8818438053131104
93,0.004916458363944143,-3.131296396255493,6.549964427947998
94,0.00014743228219295875,-2.834404706954956,5.599298000335693
95,-0.0029129007233513527,-1.8322200775146484,7.106963157653809
96,0.004301218950871402,-1.8580365180969238,4.262609958648682
97,-0.00243240600211994,-2.094688653945923,5.7645263671875
98,0.0038063911205961365,-2.99971604347229,6.482183933258057
99,-0.00039222928634310354,-2.1666364669799805,1.5497442483901978
100,-0.0026131608764171565,-5.624181747436523,3.9025495052337646
101,0.011078924340657107,-1.797205924987793,8.99070930480957
102,-0.0011152599079253004,-2.480882406234741,6.198939800262451
103,0.003422966340229188,-1.8423182964324951,4.8236589431762695
104,-0.001619999216740795,-6.376516342163086,5.554090976715088
105,-0.0009076396300163154,-2.305668830871582,1.5098283290863037
106,-0.0010899496164011697,-1.8713018894195557,1.823065996170044
107,0.004708161393138866,-1.8502998352050781,6.288058280944824
108,-0.0011322086402984724,-4.9524383544921875,6.8073859214782715
109,0.0034430008131237045,-2.2058751583099365,4.837017059326172
110,0.002872894982383514,-1.9300545454025269,6.510795593261719
111,0.0003267004699980959,-1.4713330268859863,6.462787628173828
112,0.0026684069106190957,-2.536451578140259,6.551726341247559
113,0.002756591371078123,-2.101668357849121,6.696496486663818
114,-0.005642516642779191,-7.527535438537598,5.917558670043945
115,0.009002964709699966,-5.820446968078613,7.37434196472168
116,-0.0032845313879639737,-1.656876802444458,4.865213871002197
117,0.0005329641775860814,-4.285585403442383,5.322963714599609
